country,country_code,sector,subsector,btype,bage,topic,feature,type,detail,estimated,value,unit,source,,,,
Romania,ro,Service sector,Health,Health,1990 - 1999,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.002874887651355,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,1990 - 1999,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.268002187349152,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,1990 - 1999,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.000948712924947,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Area,Constructed area [Mm²],,0,1.15101289134438,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Area,Heated area [Mm²],,0,1.15101289134438,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Area,Cooled area [Mm²],,0,0.081396,Mm²,,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.005070993914807,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Area,Number of buildings [Mil.],,0,0.005070993914807,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.002658215010142,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.002412778904665,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Occupancy,Occupied [Mil.],,1,0.004229208924949,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Occupancy,Vacant [Mil.],,1,0.000841784989858,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Construction features (U-values),Walls,,1,1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Construction features (U-values),Windows ,,1,1.85,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Construction features (U-values),Roof ,,1,0.3,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,2000 - 2010,BUILDING,Construction features (U-values),Floor,,1,1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,137.524458559183,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,37.7584416708005,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,4.43413762795321,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,192.534241982856,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,12.4602857513642,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,6.65120644192981,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.163396174248545,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.003073386118236,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.22926501890514,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,2000 - 2010,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.001014217419018,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Area,Constructed area [Mm²],,1,0.294659300184162,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Area,Heated area [Mm²],,0,0.294659300184162,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Area,Cooled area [Mm²],,0,0.011424,Mm²,,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.001298174442191,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Area,Number of buildings [Mil.],,0,0.001298174442191,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.000680503042596,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.000617671399594,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Occupancy,Occupied [Mil.],,1,0.001082677484787,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Occupancy,Vacant [Mil.],,1,0.000215496957404,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Construction features (U-values),Walls,,1,0.56,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Construction features (U-values),Windows ,,1,1.3,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Construction features (U-values),Roof ,,1,0.18,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,Post 2010,BUILDING,Construction features (U-values),Floor,,1,0.22,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Useful energy demand,Space heating [kWh/m² year],,1,102.974025160559,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,1,34.8396373430077,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,1,4.43413762795321,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,144.163635224783,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,11.4970803231926,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,6.65120644192981,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.03164881408133,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.000398008017007,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.044438995702899,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Health,Health,Post 2010,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.000131342645612,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,,BUILDING,Area,Number of buildings [Mil.],,0,0.038,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Area,Constructed area [Mm²],,0,0.478821362799263,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Area,Heated area [Mm²],,0,0.478821362799263,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Area,Cooled area [Mm²],,0,0.018564,Mm²,,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.00475,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Area,Number of buildings [Mil.],,0,0.00475,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.002271925,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.002478075,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Occupancy,Occupied [Mil.],,1,0.0039615,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Occupancy,Vacant [Mil.],,1,0.0007885,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Construction features (U-values),Walls,,1,1.9,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Construction features (U-values),Windows ,,1,2.6,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Construction features (U-values),Roof ,,1,1.1,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,BUILDING,Construction features (U-values),Floor,,1,1.4,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Useful energy demand,Space heating [kWh/m² year],,1,79.3916846949043,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,46.1998506087718,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.2170688139766,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,111.148358572866,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,15.2459507008947,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,3.3256032209649,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.039076014571472,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.000857654026701,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.054812578391153,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,Before 1945,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.000283025828811,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Area,Constructed area [Mm²],,0,1.74033149171271,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Area,Heated area [Mm²],,0,1.74033149171271,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Area,Cooled area [Mm²],,0,0.104244,Mm²,,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.017264423076923,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Area,Number of buildings [Mil.],,0,0.017264423076923,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.008257573557692,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.009006849519231,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Occupancy,Occupied [Mil.],,1,0.014398528846154,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Occupancy,Vacant [Mil.],,1,0.002865894230769,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Construction features (U-values),Walls,,1,1.6,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Construction features (U-values),Windows ,,1,2.7,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Construction features (U-values),Roof ,,1,1.2,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,BUILDING,Construction features (U-values),Floor,,1,1.25,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Useful energy demand,Space heating [kWh/m² year],,0,128.87038866353,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,44.8138550905087,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Useful energy demand,Domestic hot water  [kWh/m² year],,0,2.2170688139766,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Final energy consumption,Space heating [kWh/m² year],,0,180.418544128941,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Final energy consumption,Space cooling [kWh/m² year],,0,14.7885721798679,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Final energy consumption,Domestic hot water [kWh/m² year],,0,3.3256032209649,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Total useful energy demand,Space heating+Domestic hot water [TWh/year],,0,0.228135630416654,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Total useful energy demand,Space cooling [TWh/year],,0,0.004671575510055,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Total final energy consumption,Space heating+Domestic hot water [TWh/year],,0,0.319775726050942,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1945 - 1969,ENERGY,Total final energy consumption,Space cooling [TWh/year],,0,0.001541619918318,TWh/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/ and S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Area,Constructed area [Mm²],,0,0.313075506445672,Mm²,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Area,Heated area [Mm²],,0,0.313075506445672,Mm²,S. Pezzutto. Analysis of the space heating and cooling market in Europe. PhD-Thesis. 2014,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Area,Cooled area [Mm²],,0,0.048909,Mm²,,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Area,Number of dwellings/units [Mil.],,1,0.003105769230769,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Area,Number of buildings [Mil.],,0,0.003105769230769,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Tenure/ownership status and distribution,Owner occupied -  dwellings/units  [Mil.],,0,0.001485489423077,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Tenure/ownership status and distribution,Private rented  -  dwellings/units [Mil.],,0,0.001620279807692,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Occupancy,Occupied [Mil.],,1,0.002590211538462,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Occupancy,Vacant [Mil.],,1,0.000515557692308,1e6 dimensionless,Own calculations,,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Construction features (U-values),Walls,,1,1.5,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Construction features (U-values),Windows ,,1,2.55,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Construction features (U-values),Roof ,,1,1.15,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,BUILDING,Construction features (U-values),Floor,,1,1.175,dimensionless,Source residential part: IEE TABULA Project, TABULA Web Tool, 2017 http://webtool.building-typology.eu/#bm; Source service part: S. Birchall et al., D2.1a Survey on the energy needs and architectural features of the EU building stock,2014
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,ENERGY,Useful energy demand,Space heating [kWh/m² year],,1,126.542255729645,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
Romania,ro,Service sector,Hotels and Restaurants,Hotels and Restaurants,1970 - 1979,ENERGY,Useful energy demand,Space cooling [kWh/m² year],,0,45.2619936414137,kWh/m²/year,Vienna University of Technology, e-think. Invert/EE-Lab. 2017 http://www.invert.at/,,,
